"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         236,      -7.117470694,      -6.410491124,      -6.663842712,      -6.085738317,      -10.72920412
          0,           0,         237,      -7.124878918,      -6.417915394,       -6.67105059,      -6.093017111,      -10.73689828
          0,           0,         238,      -7.132288531,      -6.425340414,      -6.678259363,      -6.100296779,      -10.74454015
          0,           0,         239,      -7.139699367,      -6.432766022,      -6.685469419,      -6.107577108,      -10.75209669
          0,           0,         240,       -7.14711115,      -6.440192039,      -6.692680999,      -6.114857766,      -10.75958396
          0,           0,         241,      -7.154523548,      -6.447618261,      -6.699894187,      -6.122138356,      -10.76700746
          0,           0,         242,      -7.161936198,      -6.455044466,      -6.707108921,      -6.129418444,       -10.7743854
          0,           0,         243,      -7.169348748,      -6.462470391,      -6.714324983,       -6.13669761,      -10.78174843
          0,           0,         244,      -7.176760881,      -6.469895759,      -6.721542011,      -6.143975472,      -10.78910984
          0,           0,         245,      -7.184172306,      -6.477320264,      -6.728759488,       -6.15125168,      -10.79647893
          0,           0,         246,      -7.191582648,      -6.484743534,      -6.735976701,      -6.158525806,      -10.80386493
          0,           0,         247,      -7.198991789,      -6.492165448,      -6.743193276,      -6.165797718,      -10.81127594
          0,           0,         248,       -7.20639951,      -6.499585642,      -6.750408461,       -6.17306714,      -10.81872286
          0,           0,         249,      -7.213805639,      -6.507003879,      -6.757621482,      -6.180333893,      -10.82621669
          0,           0,         250,      -7.221209972,      -6.514419991,      -6.764831583,      -6.187597785,       -10.8337629
          0,           0,         251,      -7.228612242,      -6.521833843,      -6.772038055,      -6.194858567,      -10.84136505
          0,           0,         252,      -7.236012157,      -6.529245363,      -6.779240298,      -6.202115976,      -10.84902044
          0,           0,         253,      -7.243409385,       -6.53665449,      -6.786437773,      -6.209369718,      -10.85672775
          0,           0,         254,      -7.250803604,      -6.544061202,      -6.793630039,      -6.216619528,      -10.86449444
          0,           0,         255,      -7.258194526,      -6.551465531,      -6.800816777,      -6.223865198,      -10.87231131
          0,           0,         256,      -7.265582013,      -6.558867816,      -6.807997761,      -6.231106672,      -10.88016587
          0,           0,         257,      -7.272965898,      -6.566267907,      -6.815173015,       -6.23834393,      -10.88804854
          0,           0,         258,      -7.280346032,      -6.573665829,       -6.82234263,       -6.24557694,      -10.89599479
          0,           0,         259,       -7.28772247,      -6.581062107,      -6.829506879,      -6.252805904,       -10.9038171
          0,           0,         260,       -7.29509567,      -6.588459515,      -6.836666392,      -6.260031424,      -10.91166358
          0,           0,         261,      -7.302465448,      -6.595854223,      -6.843821289,      -6.267253348,      -10.91953778
          0,           0,         262,      -7.309832209,      -6.603246581,      -6.850972208,       -6.27447236,      -10.92740556
          0,           0,         263,      -7.317196155,      -6.610636668,      -6.858119848,      -6.281688826,      -10.93527229
          0,           0,         264,      -7.324557519,      -6.618024441,       -6.86526487,       -6.28890308,      -10.94313241
          0,           0,         265,      -7.331916635,      -6.625409964,      -6.872407901,      -6.296115542,      -10.95094471
          0,           0,         266,      -7.339273936,      -6.632793261,       -6.87954956,      -6.303326719,      -10.95872323
          0,           0,         267,      -7.346629816,      -6.640174311,       -6.88669043,      -6.310537062,      -10.96648242
          0,           0,         268,      -7.353984576,      -6.647553068,      -6.893831048,      -6.317746903,      -10.97422989
          0,           0,         269,      -7.361338423,      -6.654929461,      -6.900971879,      -6.324956447,      -10.98196502
          0,           0,         270,      -7.368691472,      -6.662303381,      -6.908113283,      -6.332165782,      -10.98969212
          0,           0,         271,      -7.376043752,      -6.669674704,      -6.915255507,      -6.339374898,      -10.99741162
          0,           0,         272,      -7.383395231,      -6.677043299,      -6.922398684,      -6.346583704,      -11.00510337
